dataset,model,method,faithfulness_correlation,sparsity_mean,complexity_normalized,time_per_sample_ms,stability_jaccard_mean,completeness_success_rate
cic-ids-2017,DNN,SHAP,0.8499296421711443,0.8101898734177215,0.7029143386614021,86.64428510665893,1.0,1.0
cic-ids-2017,DNN,LIME,0.49606526984640265,0.8749772151898734,0.5029423927014397,137.44529447555541,0.3725768512533218,1.0
cic-ids-2017,DNN,IG,0.525715827173356,0.8561949367088607,0.5571588181054112,0.7161690235137939,1.0,1.0
cic-ids-2017,DNN,DeepLIFT,0.4663627659160041,0.8770784810126582,0.5287895756152798,0.02832379341125488,1.0,1.0
cic-ids-2017,RF,SHAP,0.7784492199721005,0.6262430379746835,0.8073105882387888,12.58761820793152,1.0,1.0
cic-ids-2017,RF,LIME,0.30716282032157766,0.8748455696202532,0.5006545448752951,190.38155436515808,0.5192515817515817,1.0
cic-ids-2017,XGB,SHAP,0.6061892269920899,0.7855924050632911,0.7131774354496894,0.08392019271850586,1.0,1.0
cic-ids-2017,XGB,LIME,0.20956338140878122,0.8812253164556962,0.4684450521117367,138.2473542690277,0.4392111972994326,1.0
